airline,airline ID,source airport,source airport id,destination airport,destination airport id,codeshare,stops,equipment,source coords,destination coords
AA,24,DTW,3645,ORD,3830,Y,0,E75 ERD ER4 CR7,"(-62, -175)","(-49, 50)"
DL,2009,DTW,3645,ORD,3830,,0,717 M90,"(-62, -175)","(-49, 50)"
UA,5209,DTW,3645,ORD,3830,,0,320,"(-62, -175)","(-49, 50)"
US,5265,DTW,3645,ORD,3830,,0,ERD ER4 E75,"(-62, -175)","(-49, 50)"
DL,2009,DTW,3645,ORF,3611,,0,ERJ,"(-62, -175)","(-59, 90)"
DL,2009,DTW,3645,PBI,3722,,0,M90 320,"(-62, -175)","(-79, -67)"
AS,439,DTW,3645,PDX,3720,Y,0,739,"(-62, -175)","(-25, -120)"
DL,2009,DTW,3645,PDX,3720,,0,739,"(-62, -175)","(-25, -120)"
CZ,1767,DTW,3645,PEK,3364,Y,0,777,"(-62, -175)","(22, -13)"
DL,2009,DTW,3645,PEK,3364,,0,777,"(-62, -175)","(22, -13)"
MU,1758,DTW,3645,PEK,3364,Y,0,777,"(-62, -175)","(22, -13)"
AA,24,DTW,3645,PHL,3752,,0,320 E90 319,"(-62, -175)","(-60, -11)"
DL,2009,DTW,3645,PHL,3752,,0,M88 319 73H ERJ M90 320,"(-62, -175)","(-60, -11)"
US,5265,DTW,3645,PHL,3752,,0,320 E90 319,"(-62, -175)","(-60, -11)"
AA,24,DTW,3645,PHX,3462,,0,319 321,"(-62, -175)","(63, 22)"
DL,2009,DTW,3645,PHX,3462,,0,757 320 753,"(-62, -175)","(63, 22)"
US,5265,DTW,3645,PHX,3462,,0,319 321,"(-62, -175)","(63, 22)"
WN,4547,DTW,3645,PHX,3462,,0,73W,"(-62, -175)","(63, 22)"
DL,2009,DTW,3645,PIA,4046,Y,0,CRJ,"(-62, -175)","(-66, -36)"
DL,2009,DTW,3645,PIT,3570,,0,CR7 M88 320 ERJ,"(-62, -175)","(-43, 78)"
DL,2009,DTW,3645,PLN,5762,Y,0,CRJ,"(-62, -175)","(-21, 61)"
DL,2009,DTW,3645,PUJ,1760,,0,320,"(-62, -175)","(78, 169)"
DL,2009,DTW,3645,PVD,3641,,0,319,"(-62, -175)","(69, -97)"
CZ,1767,DTW,3645,PVG,3406,Y,0,77L 777,"(-62, -175)","(-44, 1)"
DL,2009,DTW,3645,PVG,3406,,0,77L 777,"(-62, -175)","(-44, 1)"
MU,1758,DTW,3645,PVG,3406,Y,0,77L 777,"(-62, -175)","(-44, 1)"
DL,2009,DTW,3645,PWM,3862,Y,0,CRJ CR9,"(-62, -175)","(1, 88)"
DL,2009,DTW,3645,RDU,3626,,0,319 73H 738,"(-62, -175)","(-52, 79)"
DL,2009,DTW,3645,RIC,3608,,0,ERJ,"(-62, -175)","(-26, 16)"
DL,2009,DTW,3645,ROA,4016,Y,0,CRJ,"(-62, -175)","(73, -2)"
DL,2009,DTW,3645,ROC,3622,Y,0,CRJ CR7,"(-62, -175)","(-90, -56)"
DL,2009,DTW,3645,RSW,3793,,0,757 753,"(-62, -175)","(-7, 128)"
NK,4687,DTW,3645,RSW,3793,,0,319,"(-62, -175)","(-7, 128)"
AS,439,DTW,3645,SAN,3731,Y,0,753 739 757,"(-62, -175)","(53, -52)"
DL,2009,DTW,3645,SAN,3731,,0,753 739 757,"(-62, -175)","(53, -52)"
DL,2009,DTW,3645,SAT,3621,,0,320,"(-62, -175)","(82, 3)"
DL,2009,DTW,3645,SAV,3613,Y,0,CR7,"(-62, -175)","(40, -177)"
DL,2009,DTW,3645,SBN,4359,Y,0,CRJ,"(-62, -175)","(-54, 50)"
DL,2009,DTW,3645,SCE,4318,Y,0,CRJ,"(-62, -175)","(24, -28)"
DL,2009,DTW,3645,SDF,4014,,0,ERJ,"(-62, -175)","(-6, -157)"
DL,2009,DTW,3645,SEA,3577,,0,753 757 739,"(-62, -175)","(8, -114)"
DL,2009,DTW,3645,SFO,3469,,0,739 763 738,"(-62, -175)","(52, 174)"
DL,2009,DTW,3645,SJU,2890,,0,320,"(-62, -175)","(1, -61)"
DL,2009,DTW,3645,SLC,3536,,0,320 73H 319 738,"(-62, -175)","(-71, -77)"
DL,2009,DTW,3645,STL,3678,,0,320 717,"(-62, -175)","(86, 78)"
WN,4547,DTW,3645,STL,3678,,0,73W,"(-62, -175)","(86, 78)"
DL,2009,DTW,3645,SWF,3661,Y,0,CRJ,"(-62, -175)","(-29, 177)"
DL,2009,DTW,3645,SYR,3745,,0,ERJ,"(-62, -175)","(39, 124)"
DL,2009,DTW,3645,TPA,3646,,0,M88 738 757 M90,"(-62, -175)","(89, 133)"
NK,4687,DTW,3645,TPA,3646,,0,319,"(-62, -175)","(89, 133)"
F9,2468,DTW,3645,TTN,3447,,0,319,"(-62, -175)","(45, -20)"
DL,2009,DTW,3645,TUL,3855,Y,0,CR7,"(-62, -175)","(26, 108)"
DL,2009,DTW,3645,TVC,4023,,0,717 ERJ,"(-62, -175)","(72, -51)"
DL,2009,DTW,3645,TYS,3676,Y,0,CRJ,"(-62, -175)","(5, -24)"
DL,2009,DTW,3645,XNA,4356,Y,0,CR7,"(-62, -175)","(42, -33)"
DL,2009,DTW,3645,YOW,100,Y,0,CRJ,"(-62, -175)","(56, 171)"
AA,24,DTW,3645,YUL,146,Y,0,330,"(-62, -175)","(20, 150)"
DL,2009,DTW,3645,YUL,146,Y,0,CRJ ERJ,"(-62, -175)","(20, 150)"
RJ,4259,DTW,3645,YUL,146,,0,330,"(-62, -175)","(20, 150)"
US,5265,DTW,3645,YUL,146,,0,330,"(-62, -175)","(20, 150)"
AC,330,DTW,3645,YYZ,193,Y,0,CRJ BEH,"(-62, -175)","(-5, 136)"
DL,2009,DTW,3645,YYZ,193,Y,0,CR7 CRJ,"(-62, -175)","(-5, 136)"
UA,5209,DTW,3645,YYZ,193,Y,0,CRJ BEH,"(-62, -175)","(-5, 136)"
WS,5416,DTW,3645,YYZ,193,Y,0,CR7 CRJ,"(-62, -175)","(-5, 136)"
EI,837,DUB,599,ABZ,532,Y,0,AT7,"(-41, 121)","(48, -15)"
EI,837,DUB,599,ACE,1055,,0,320,"(-41, 121)","(28, 165)"
FR,4296,DUB,599,ACE,1055,,0,738,"(-41, 121)","(28, 165)"
EI,837,DUB,599,ADB,1706,,0,320,"(-41, 121)","(53, -61)"
EI,837,DUB,599,AGP,1230,,0,330 320,"(-41, 121)","(-88, 48)"
FR,4296,DUB,599,AGP,1230,,0,738,"(-41, 121)","(-88, 48)"
FR,4296,DUB,599,AHO,1517,,0,738,"(-41, 121)","(-28, -24)"
EI,837,DUB,599,ALC,1212,,0,320,"(-41, 121)","(31, -154)"
FR,4296,DUB,599,ALC,1212,,0,738,"(-41, 121)","(31, -154)"
EI,837,DUB,599,AMS,580,,0,320,"(-41, 121)","(-87, -95)"
EI,837,DUB,599,ARN,737,,0,320,"(-41, 121)","(13, -78)"
SK,4319,DUB,599,ARN,737,,0,73H 736 717 73W,"(-41, 121)","(13, -78)"
EI,837,DUB,599,ATH,3941,,0,320,"(-41, 121)","(-55, 105)"
AF,137,DUB,599,ATL,3682,Y,0,76W,"(-41, 121)","(28, 49)"
DL,2009,DUB,599,ATL,3682,,0,76W,"(-41, 121)","(28, 49)"
KL,3090,DUB,599,ATL,3682,Y,0,76W,"(-41, 121)","(28, 49)"
EI,837,DUB,599,AUH,2179,Y,0,77W 332,"(-41, 121)","(-54, 34)"
EY,2222,DUB,599,AUH,2179,,0,77W 332,"(-41, 121)","(-54, 34)"
EI,837,DUB,599,BCN,1218,,0,320,"(-41, 121)","(27, 94)"
FR,4296,DUB,599,BCN,1218,,0,738,"(-41, 121)","(27, 94)"
FR,4296,DUB,599,BGY,1525,,0,738,"(-41, 121)","(81, 138)"
EI,837,DUB,599,BHX,469,,0,320,"(-41, 121)","(2, -104)"
FR,4296,DUB,599,BHX,469,,0,738,"(-41, 121)","(2, -104)"
EI,837,DUB,599,BIO,1216,,0,320,"(-41, 121)","(-57, 108)"
FR,4296,DUB,599,BIQ,1280,,0,738,"(-41, 121)","(25, 124)"
EI,837,DUB,599,BLK,514,Y,0,AT4,"(-41, 121)","(5, -49)"
EI,837,DUB,599,BLQ,1538,,0,320,"(-41, 121)","(40, -68)"
FR,4296,DUB,599,BLQ,1538,,0,738,"(-41, 121)","(40, -68)"
EI,837,DUB,599,BOD,1264,,0,320,"(-41, 121)","(28, -178)"
EI,837,DUB,599,BOH,494,Y,0,AT4,"(-41, 121)","(52, 166)"
EI,837,DUB,599,BOJ,1191,,0,320,"(-41, 121)","(-28, 96)"
EI,837,DUB,599,BOS,3448,,0,332 330,"(-41, 121)","(-27, -109)"
UA,5209,DUB,599,BOS,3448,Y,0,332 330,"(-41, 121)","(-27, -109)"
FR,4296,DUB,599,BRE,353,,0,738,"(-41, 121)","(-88, -29)"
FR,4296,DUB,599,BRI,1501,,0,738,"(-41, 121)","(62, 57)"
EI,837,DUB,599,BRS,490,Y,0,AT7 AT4,"(-41, 121)","(-58, 38)"
FR,4296,DUB,599,BRS,490,,0,738,"(-41, 121)","(-58, 38)"
EI,837,DUB,599,BRU,302,,0,320,"(-41, 121)","(14, 169)"
FR,4296,DUB,599,BSL,1423,,0,738,"(-41, 121)","(65, 171)"
FR,4296,DUB,599,BTS,1745,,0,738,"(-41, 121)","(-23, 120)"
EI,837,DUB,599,BUD,1489,,0,320,"(-41, 121)","(-24, -65)"
FR,4296,DUB,599,BUD,1489,,0,738,"(-41, 121)","(-24, -65)"
FR,4296,DUB,599,BVA,1367,,0,738,"(-41, 121)","(-50, -163)"
FR,4296,DUB,599,BZG,5591,,0,738,"(-41, 121)","(10, 45)"
FR,4296,DUB,599,CCF,1352,,0,738,"(-41, 121)","(-61, -180)"
AF,137,DUB,599,CDG,1382,,0,AR8,"(-41, 121)","(60, -76)"
AZ,596,DUB,599,CDG,1382,Y,0,AR8,"(-41, 121)","(60, -76)"
EI,837,DUB,599,CDG,1382,,0,320 319,"(-41, 121)","(60, -76)"
BE,2421,DUB,599,CFN,5577,Y,0,SF3,"(-41, 121)","(-85, 2)"
EI,837,DUB,599,CFU,1460,,0,320,"(-41, 121)","(-82, 35)"
4U,2548,DUB,599,CGN,344,,0,319,"(-41, 121)","(6, 117)"
FR,4296,DUB,599,CHQ,1474,,0,738,"(-41, 121)","(-41, 54)"
FR,4296,DUB,599,CIA,1553,,0,738,"(-41, 121)","(12, -178)"
FR,4296,DUB,599,CIY,9327,,0,738,"(-41, 121)","(-89, -16)"
AA,24,DUB,599,CLT,3876,,0,757,"(-41, 121)","(-51, -6)"
US,5265,DUB,599,CLT,3876,,0,752,"(-41, 121)","(-51, -6)"
DY,3737,DUB,599,CPH,609,,0,73H,"(-41, 121)","(85, -135)"
EI,837,DUB,599,CPH,609,,0,320,"(-41, 121)","(85, -135)"
SK,4319,DUB,599,CPH,609,,0,320 321,"(-41, 121)","(85, -135)"
FR,4296,DUB,599,CRL,304,,0,738,"(-41, 121)","(-60, -76)"
EI,837,DUB,599,CTA,1509,,0,320,"(-41, 121)","(74, 43)"
EI,837,DUB,599,CWL,488,Y,0,AT7,"(-41, 121)","(-82, 135)"
EI,837,DUB,599,DBV,1200,,0,320,"(-41, 121)","(-2, 62)"
4U,2548,DUB,599,DUS,345,,0,CRJ,"(-41, 121)","(0, 55)"
EI,837,DUB,599,DUS,345,,0,320,"(-41, 121)","(0, 55)"
EK,2183,DUB,599,DXB,2188,,0,77W,"(-41, 121)","(54, 166)"
QF,4089,DUB,599,DXB,2188,Y,0,77W,"(-41, 121)","(54, 166)"
EI,837,DUB,599,EDI,535,Y,0,AT7,"(-41, 121)","(-56, 32)"
FR,4296,DUB,599,EDI,535,,0,738,"(-41, 121)","(-56, 32)"
FR,4296,DUB,599,EIN,585,,0,738,"(-41, 121)","(69, 95)"
FR,4296,DUB,599,EMA,523,,0,738,"(-41, 121)","(-39, -166)"
LH,3320,DUB,599,EWR,3494,Y,0,752,"(-41, 121)","(-51, 60)"
UA,5209,DUB,599,EWR,3494,,0,752,"(-41, 121)","(-51, 60)"
BE,2421,DUB,599,EXT,552,,0,E95,"(-41, 121)","(-18, -172)"
EI,837,DUB,599,FAO,1626,,0,320 321 330 332,"(-41, 121)","(-63, 42)"
FR,4296,DUB,599,FAO,1626,,0,738,"(-41, 121)","(-63, 42)"
EI,837,DUB,599,FCO,1555,,0,320,"(-41, 121)","(-81, -108)"
FR,4296,DUB,599,FMM,3986,,0,738,"(-41, 121)","(-19, -78)"
EI,837,DUB,599,FRA,340,,0,320,"(-41, 121)","(-89, 160)"
LH,3320,DUB,599,FRA,340,,0,321,"(-41, 121)","(-89, 160)"
EI,837,DUB,599,FUE,1051,,0,320,"(-41, 121)","(50, -81)"
FR,4296,DUB,599,FUE,1051,,0,738,"(-41, 121)","(50, -81)"
FR,4296,DUB,599,GDN,668,,0,738,"(-41, 121)","(4, 121)"
EI,837,DUB,599,GLA,534,Y,0,AT7 AT4,"(-41, 121)","(18, 155)"
FR,4296,DUB,599,GRO,1222,,0,738,"(-41, 121)","(85, 128)"
EI,837,DUB,599,GVA,1665,,0,320,"(-41, 121)","(72, 0)"
EI,837,DUB,599,HAJ,352,,0,320,"(-41, 121)","(64, 89)"
EI,837,DUB,599,HAM,342,,0,320,"(-41, 121)","(-2, -93)"
DY,3737,DUB,599,HEL,421,,0,73H,"(-41, 121)","(37, 160)"
FR,4296,DUB,599,HHN,355,,0,738,"(-41, 121)","(24, 5)"
EI,837,DUB,599,IAD,3714,Y,0,752,"(-41, 121)","(21, 67)"
UA,5209,DUB,599,IAD,3714,,0,752,"(-41, 121)","(21, 67)"
EI,837,DUB,599,IBZ,1225,,0,320,"(-41, 121)","(15, -20)"
FR,4296,DUB,599,IBZ,1225,,0,738,"(-41, 121)","(15, -20)"
EI,837,DUB,599,IOM,520,Y,0,AT4,"(-41, 121)","(28, -63)"
TK,4951,DUB,599,IST,1701,,0,738,"(-41, 121)","(-28, 83)"
EI,837,DUB,599,JER,499,Y,0,AT7,"(-41, 121)","(2, 139)"
AA,24,DUB,599,JFK,3797,,0,757,"(-41, 121)","(-43, -105)"
AF,137,DUB,599,JFK,3797,Y,0,752,"(-41, 121)","(-43, -105)"
AY,2350,DUB,599,JFK,3797,,0,757,"(-41, 121)","(-43, -105)"
BA,1355,DUB,599,JFK,3797,Y,0,757,"(-41, 121)","(-43, -105)"
DL,2009,DUB,599,JFK,3797,,0,752,"(-41, 121)","(-43, -105)"
EI,837,DUB,599,JFK,3797,,0,330,"(-41, 121)","(-43, -105)"
KL,3090,DUB,599,JFK,3797,Y,0,757,"(-41, 121)","(-43, -105)"
UA,5209,DUB,599,JFK,3797,Y,0,330,"(-41, 121)","(-43, -105)"
US,5265,DUB,599,JFK,3797,,0,757,"(-41, 121)","(-43, -105)"
EI,837,DUB,599,KIR,601,Y,0,AT4,"(-41, 121)","(43, 70)"
9U,1073,DUB,599,KIV,1735,,0,E90,"(-41, 121)","(49, 71)"
FR,4296,DUB,599,KRK,669,,0,738,"(-41, 121)","(-60, -17)"
FR,4296,DUB,599,KTW,671,,0,738,"(-41, 121)","(68, 98)"
FR,4296,DUB,599,KUN,3956,,0,738,"(-41, 121)","(24, 112)"
FR,4296,DUB,599,LBA,517,,0,738,"(-41, 121)","(53, -86)"
AF,137,DUB,599,LCY,503,Y,0,AR8,"(-41, 121)","(-72, 57)"
WX,1792,DUB,599,LCY,503,,0,AR8,"(-41, 121)","(-72, 57)"
FR,4296,DUB,599,LEI,1213,,0,738,"(-41, 121)","(27, 43)"
EI,837,DUB,599,LGW,502,,0,320 319,"(-41, 121)","(-23, -25)"
FR,4296,DUB,599,LGW,502,,0,738,"(-41, 121)","(-23, -25)"
AA,24,DUB,599,LHR,507,Y,0,319,"(-41, 121)","(67, -118)"
BA,1355,DUB,599,LHR,507,,0,319,"(-41, 121)","(67, -118)"
EI,837,DUB,599,LHR,507,,0,320,"(-41, 121)","(67, -118)"
EI,837,DUB,599,LIN,1529,,0,320,"(-41, 121)","(-32, 166)"
EI,837,DUB,599,LIS,1638,,0,320,"(-41, 121)","(-38, -138)"
FR,4296,DUB,599,LIS,1638,,0,738,"(-41, 121)","(-38, -138)"
EI,837,DUB,599,LPA,1054,,0,320,"(-41, 121)","(-39, -8)"
FR,4296,DUB,599,LPA,1054,,0,738,"(-41, 121)","(-39, -8)"
FR,4296,DUB,599,LPL,491,,0,738,"(-41, 121)","(-77, -49)"
FR,4296,DUB,599,LRH,6493,,0,738,"(-41, 121)","(-62, 160)"
FR,4296,DUB,599,LTN,492,,0,738,"(-41, 121)","(-27, -15)"
LG,3329,DUB,599,LUX,629,,0,DH4,"(-41, 121)","(-22, 75)"
EI,837,DUB,599,LYS,1335,,0,320,"(-41, 121)","(-11, -9)"
EI,837,DUB,599,MAD,1229,,0,320,"(-41, 121)","(-28, 174)"
FR,4296,DUB,599,MAD,1229,,0,738,"(-41, 121)","(-28, 174)"
IB,2822,DUB,599,MAD,1229,Y,0,32S,"(-41, 121)","(-28, 174)"
EI,837,DUB,599,MAN,478,,0,320,"(-41, 121)","(-79, -178)"
FR,4296,DUB,599,MAN,478,,0,738,"(-41, 121)","(-79, -178)"
EI,837,DUB,599,MCO,3878,,0,330 332,"(-41, 121)","(80, 64)"
FR,4296,DUB,599,MJV,1227,,0,738,"(-41, 121)","(-83, -170)"
FR,4296,DUB,599,MLA,1606,,0,738,"(-41, 121)","(3, 42)"
EI,837,DUB,599,MRS,1353,,0,320,"(-41, 121)","(-48, 145)"
EI,837,DUB,599,MUC,346,,0,320,"(-41, 121)","(-19, -178)"
LH,3320,DUB,599,MUC,346,,0,320 319,"(-41, 121)","(-19, -178)"
EI,837,DUB,599,MXP,1524,,0,320,"(-41, 121)","(-51, -10)"
EI,837,DUB,599,NAP,1561,,0,320,"(-41, 121)","(-19, 23)"
EI,837,DUB,599,NCE,1354,,0,320,"(-41, 121)","(3, 56)"
FR,4296,DUB,599,NCE,1354,,0,738,"(-41, 121)","(3, 56)"
EI,837,DUB,599,NCL,521,Y,0,AT7,"(-41, 121)","(-12, -127)"
FR,4296,DUB,599,NCL,521,,0,738,"(-41, 121)","(-12, -127)"
FR,4296,DUB,599,NTE,1418,,0,738,"(-41, 121)","(-74, -65)"
FR,4296,DUB,599,OPO,1636,,0,738,"(-41, 121)","(-54, -95)"
AA,24,DUB,599,ORD,3830,,0,763,"(-41, 121)","(-49, 50)"
AY,2350,DUB,599,ORD,3830,,0,763,"(-41, 121)","(-49, 50)"
BA,1355,DUB,599,ORD,3830,Y,0,763,"(-41, 121)","(-49, 50)"
EI,837,DUB,599,ORD,3830,,0,330 332,"(-41, 121)","(-49, 50)"
IB,2822,DUB,599,ORD,3830,Y,0,763,"(-41, 121)","(-49, 50)"
UA,5209,DUB,599,ORD,3830,Y,0,330 332,"(-41, 121)","(-49, 50)"
US,5265,DUB,599,ORD,3830,,0,763,"(-41, 121)","(-49, 50)"
DY,3737,DUB,599,OSL,644,,0,73H,"(-41, 121)","(-82, -60)"
SK,4319,DUB,599,OSL,644,,0,73G 738 73W,"(-41, 121)","(-82, -60)"
FR,4296,DUB,599,OTP,1657,,0,738,"(-41, 121)","(-54, -14)"
RO,5179,DUB,599,OTP,1657,,0,73W,"(-41, 121)","(-54, -14)"
EI,837,DUB,599,PGF,1356,,0,320,"(-41, 121)","(75, -38)"
AA,24,DUB,599,PHL,3752,,0,332,"(-41, 121)","(-60, -11)"
US,5265,DUB,599,PHL,3752,,0,332,"(-41, 121)","(-60, -11)"
FR,4296,DUB,599,PIK,537,,0,738,"(-41, 121)","(18, -19)"
EI,837,DUB,599,PMI,3998,,0,320,"(-41, 121)","(-45, -61)"
FR,4296,DUB,599,PMI,3998,,0,738,"(-41, 121)","(-45, -61)"
FR,4296,DUB,599,POZ,674,,0,738,"(-41, 121)","(72, -43)"
EI,837,DUB,599,PRG,1587,,0,320,"(-41, 121)","(-17, 28)"
FR,4296,DUB,599,PRG,1587,,0,738,"(-41, 121)","(-17, 28)"
FR,4296,DUB,599,PSA,1562,,0,738,"(-41, 121)","(-19, -180)"
EI,837,DUB,599,PUY,1203,,0,320,"(-41, 121)","(14, -160)"
FR,4296,DUB,599,RAK,1075,,0,738,"(-41, 121)","(7, -29)"
FR,4296,DUB,599,RDZ,1289,,0,738,"(-41, 121)","(28, -86)"
FR,4296,DUB,599,REU,1236,,0,738,"(-41, 121)","(-75, 152)"
FR,4296,DUB,599,RIX,3953,,0,738,"(-41, 121)","(-61, 157)"
FR,4296,DUB,599,RYG,657,,0,738,"(-41, 121)","(-68, -6)"
FR,4296,DUB,599,RZE,675,,0,738,"(-41, 121)","(-42, 178)"
EI,837,DUB,599,SCQ,1243,,0,320,"(-41, 121)","(22, -65)"
FR,4296,DUB,599,SDR,1251,,0,738,"(-41, 121)","(29, 34)"
EI,837,DUB,599,SEN,508,Y,0,AT4 AT7,"(-41, 121)","(8, -78)"
EI,837,DUB,599,SFO,3469,,0,332,"(-41, 121)","(52, 174)"
BE,2421,DUB,599,SOU,495,,0,DH4 E95,"(-41, 121)","(87, 140)"
FR,4296,DUB,599,STN,548,,0,738,"(-41, 121)","(57, 98)"
EI,837,DUB,599,STR,350,,0,320,"(-41, 121)","(-65, -155)"
FR,4296,DUB,599,SVQ,1253,,0,738,"(-41, 121)","(-20, 177)"
EI,837,DUB,599,SXF,337,,0,320,"(-41, 121)","(81, 90)"
FR,4296,DUB,599,SXF,337,,0,738,"(-41, 121)","(81, 90)"
FR,4296,DUB,599,SZZ,676,,0,738,"(-41, 121)","(-12, 37)"
EI,837,DUB,599,TFS,1056,,0,320,"(-41, 121)","(-8, 113)"
FR,4296,DUB,599,TFS,1056,,0,738,"(-41, 121)","(-8, 113)"
EI,837,DUB,599,TLS,1273,,0,320,"(-41, 121)","(42, 39)"
FR,4296,DUB,599,TSF,1539,,0,738,"(-41, 121)","(10, -88)"
FR,4296,DUB,599,TUF,1376,,0,738,"(-41, 121)","(-41, 152)"
EI,837,DUB,599,VCE,1551,,0,320,"(-41, 121)","(62, -133)"
EI,837,DUB,599,VIE,1613,,0,320,"(-41, 121)","(6, 152)"
FR,4296,DUB,599,VLC,1246,,0,738,"(-41, 121)","(60, 99)"
FR,4296,DUB,599,VNO,3959,,0,738,"(-41, 121)","(-74, 124)"
EI,837,DUB,599,VRN,1550,,0,320,"(-41, 121)","(52, 47)"
EI,837,DUB,599,WAW,679,,0,320,"(-41, 121)","(-77, 168)"
FR,4296,DUB,599,WMI,8414,,0,738,"(-41, 121)","(70, -97)"
FR,4296,DUB,599,WRO,680,,0,738,"(-41, 121)","(-29, 97)"
AC,330,DUB,599,YYZ,193,Y,0,763,"(-41, 121)","(-5, 136)"
EI,837,DUB,599,YYZ,193,,0,757,"(-41, 121)","(-5, 136)"
TS,1317,DUB,599,YYZ,193,,0,310,"(-41, 121)","(-5, 136)"
FR,4296,DUB,599,ZAD,1209,,0,738,"(-41, 121)","(16, 59)"
EI,837,DUB,599,ZRH,1678,,0,320,"(-41, 121)","(-87, 162)"
LX,4559,DUB,599,ZRH,1678,,0,321,"(-41, 121)","(-87, 162)"
JQ,3052,DUD,2011,AKL,2006,,0,320,"(-61, -41)","(8, -67)"
NZ,345,DUD,2011,AKL,2006,,0,320,"(-61, -41)","(8, -67)"
NZ,345,DUD,2011,CHC,2009,Y,0,AT7 DH3,"(-61, -41)","(-12, 98)"
NZ,345,DUD,2011,WLG,2042,,0,320 733,"(-61, -41)","(80, 169)"
UA,5209,DUJ,5734,CLE,3486,Y,0,BE1,"(40, -170)","(-14, -89)"
UA,5209,DUJ,5734,FKL,4058,Y,0,BE1,"(40, -170)","(-66, -133)"
SA,4305,DUR,799,BFN,794,Y,0,ER3 J41,"(32, 128)","(-57, -30)"
BA,1355,DUR,799,CPT,797,Y,0,734 733,"(32, 128)","(-82, -70)"
JE,3393,DUR,799,CPT,797,,0,738,"(32, 128)","(-82, -70)"
MN,1829,DUR,799,CPT,797,,0,738,"(32, 128)","(-82, -70)"
SA,4305,DUR,799,CPT,797,,0,738,"(32, 128)","(-82, -70)"
EK,2183,DUR,799,DXB,2188,,0,77W,"(32, 128)","(54, 166)"
SA,4305,DUR,799,DXB,2188,Y,0,77W,"(32, 128)","(54, 166)"
SA,4305,DUR,799,ELS,800,Y,0,CR2,"(32, 128)","(-73, -176)"
SA,4305,DUR,799,GRJ,804,Y,0,ER3,"(32, 128)","(25, -43)"
MN,1829,DUR,799,HLA,820,,0,738,"(32, 128)","(-53, -83)"
SA,4305,DUR,799,HRE,1005,Y,0,CR2,"(32, 128)","(-50, 124)"
BA,1355,DUR,799,JNB,813,Y,0,734 733,"(32, 128)","(43, -52)"
JE,3393,DUR,799,JNB,813,,0,738 733,"(32, 128)","(43, -52)"
MN,1829,DUR,799,JNB,813,,0,738,"(32, 128)","(43, -52)"
SA,4305,DUR,799,JNB,813,,0,738 319 320 733,"(32, 128)","(43, -52)"
SA,4305,DUR,799,LUN,907,Y,0,CR2,"(32, 128)","(52, 66)"
SA,4305,DUR,799,MPM,979,Y,0,J41,"(32, 128)","(58, 104)"
SA,4305,DUR,799,MQP,5604,Y,0,ER3 J41,"(32, 128)","(-89, 140)"
MK,1057,DUR,799,MRU,893,,0,319,"(32, 128)","(58, 146)"
BA,1355,DUR,799,PLZ,838,Y,0,733,"(32, 128)","(-30, 92)"
SA,4305,DUR,799,PLZ,838,Y,0,CR2,"(32, 128)","(-30, 92)"
AB,214,DUS,345,ACE,1055,,0,321 332,"(0, 55)","(28, 165)"
DE,1868,DUS,345,ACE,1055,,0,757 32S,"(0, 55)","(28, 165)"
PC,3926,DUS,345,ADB,1706,,0,738,"(0, 55)","(53, -61)"
XQ,4573,DUS,345,ADB,1706,,0,738,"(0, 55)","(53, -61)"
DE,1868,DUS,345,AGA,1064,,0,32S,"(0, 55)","(-51, 40)"
AB,214,DUS,345,AGP,1230,,0,332 321,"(0, 55)","(-88, 48)"
LH,3320,DUS,345,AGP,1230,,0,320,"(0, 55)","(-88, 48)"
AB,214,DUS,345,ALC,1212,,0,321 332,"(0, 55)","(31, -154)"
AZ,596,DUS,345,AMS,580,Y,0,F70,"(0, 55)","(-87, -95)"
KL,3090,DUS,345,AMS,580,Y,0,F70,"(0, 55)","(-87, -95)"
4U,2548,DUS,345,AOI,4309,,0,CRJ,"(0, 55)","(41, 51)"
4U,2548,DUS,345,ARN,737,,0,CRJ,"(0, 55)","(13, -78)"
LH,3320,DUS,345,ARN,737,Y,0,736 717 73W 73H,"(0, 55)","(13, -78)"
SK,4319,DUS,345,ARN,737,,0,736 717 73W 73H,"(0, 55)","(13, -78)"
PC,3926,DUS,345,ASR,1696,,0,738,"(0, 55)","(32, -88)"
A3,96,DUS,345,ATH,3941,,0,320,"(0, 55)","(-55, 105)"
LH,3320,DUS,345,ATH,3941,Y,0,320,"(0, 55)","(-55, 105)"
AF,137,DUS,345,ATL,3682,Y,0,76W,"(0, 55)","(28, 49)"
DL,2009,DUS,345,ATL,3682,,0,76W,"(0, 55)","(28, 49)"
KL,3090,DUS,345,ATL,3682,Y,0,76W,"(0, 55)","(28, 49)"
AA,24,DUS,345,AUH,2179,Y,0,330,"(0, 55)","(-54, 34)"
AB,214,DUS,345,AUH,2179,,0,332,"(0, 55)","(-54, 34)"
EY,2222,DUS,345,AUH,2179,,0,332 333,"(0, 55)","(-54, 34)"
AB,214,DUS,345,AYT,1688,,0,321 320,"(0, 55)","(38, -119)"
DE,1868,DUS,345,AYT,1688,,0,757,"(0, 55)","(38, -119)"
LH,3320,DUS,345,AYT,1688,,0,320,"(0, 55)","(38, -119)"
X3,2681,DUS,345,AYT,1688,,0,73H,"(0, 55)","(38, -119)"
XQ,4573,DUS,345,AYT,1688,,0,738,"(0, 55)","(38, -119)"
